model,brier_score,Annualized Return,Sharpe,Trade Rate
pred_logreg,0.25218413607128326,0.022932972121812334,0.5851199856899578,0.28292682926829266
pred_ensemble,0.2524897427974683,-0.005347033263891854,-0.2644940782694551,0.18292682926829268
pred_rf,0.25261388737475926,0.0032334117688308517,0.10712541693065827,0.2
pred_lgbm_shallow,0.2528577843198275,0.002095686145688447,0.11301286293295218,0.1878048780487805
pred_lgbm_deep,0.2529399015666405,-0.022851132558204812,-0.706048468613133,0.23170731707317074
pred_lgbm_base,0.2531625890293673,-0.03578280240752152,-1.5695761360316522,0.2121951219512195
