strategy,Annualized Return,Annualized Vol,Sharpe,Cumulative Return,Avg Turnover,Avg Trades/Day,Trade Rate,Avg Predicted EV
EV Threshold,0.00814933894976666,0.05040212427361802,0.1616864183248774,0.012881055508747297,0.5186941958534333,11.06829268292683,0.9829268292682927,0.0012748424310316923
EV Threshold Top-1,0.035264371680044926,0.10109227850010526,0.34883348365729244,0.05617210284098095,0.6670731707317074,0.9829268292682927,0.9829268292682927,0.0031654081681072653
EV Threshold Top-3,-0.0021539188324396497,0.0786215976770391,-0.027396019619030036,-0.0033944533085167317,0.5939024390243902,2.9170731707317072,0.9829268292682927,0.002425225306971347
EV Threshold Top-5,0.01575993942390741,0.06507936617310757,0.2421649187852695,0.024964944003656786,0.5323577235772358,4.712195121951219,0.9829268292682927,0.0020378095097235184
Equal-weight,0.004508683090062249,0.04187728653686264,0.10766416506221012,0.007119087476943564,0.0012195121951219512,24.0,1.0,
